From country,Voting Type,Points,To country,Year,Edition
Estonia, Televoter,4, San Marino,2021,sf2
Estonia, Televoter,3, Georgia,2021,sf2
Estonia, Televoter,2, Bulgaria,2021,sf2
Estonia, Televoter,1, Latvia,2021,sf2
Finland, Jury,12, Bulgaria,2021,sf2
Finland, Jury,10, Switzerland,2021,sf2
Finland, Jury,8, Iceland,2021,sf2
Finland, Jury,7, Portugal,2021,sf2
Finland, Jury,6, Greece,2021,sf2
Finland, Jury,5, Austria,2021,sf2
Finland, Jury,4, Albania,2021,sf2
Finland, Jury,3, Serbia,2021,sf2
Finland, Jury,2, San Marino,2021,sf2
Finland, Jury,1, Denmark,2021,sf2
Finland, Televoter,12, Iceland,2021,sf2
Finland, Televoter,10, Switzerland,2021,sf2
Finland, Televoter,8, Denmark,2021,sf2
Finland, Televoter,7, Estonia,2021,sf2
Finland, Televoter,6, Portugal,2021,sf2
Finland, Televoter,5, Moldova,2021,sf2
Finland, Televoter,4, Bulgaria,2021,sf2
Finland, Televoter,3, Albania,2021,sf2
Finland, Televoter,2, Greece,2021,sf2
Finland, Televoter,1, San Marino,2021,sf2
Georgia, Jury,12, Switzerland,2021,sf2
Georgia, Jury,10, Portugal,2021,sf2
Georgia, Jury,8, Bulgaria,2021,sf2
Georgia, Jury,7, Iceland,2021,sf2
Georgia, Jury,6, Czechia,2021,sf2
Georgia, Jury,5, Austria,2021,sf2
Georgia, Jury,4, Finland,2021,sf2
Georgia, Jury,3, Estonia,2021,sf2
Georgia, Jury,2, Serbia,2021,sf2
Georgia, Jury,1, San Marino,2021,sf2
Georgia, Televoter,12, San Marino,2021,sf2
Georgia, Televoter,10, Greece,2021,sf2
Georgia, Televoter,8, Bulgaria,2021,sf2
Georgia, Televoter,7, Iceland,2021,sf2
Georgia, Televoter,6, Finland,2021,sf2
Georgia, Televoter,5, Latvia,2021,sf2
Georgia, Televoter,4, Denmark,2021,sf2
Georgia, Televoter,3, Switzerland,2021,sf2
Georgia, Televoter,2, Albania,2021,sf2
Georgia, Televoter,1, Serbia,2021,sf2
Greece, Jury,12, Moldova,2021,sf2
Greece, Jury,10, San Marino,2021,sf2
Greece, Jury,8, Bulgaria,2021,sf2
Greece, Jury,7, Iceland,2021,sf2
Greece, Jury,6, Albania,2021,sf2
Greece, Jury,5, Portugal,2021,sf2
Greece, Jury,4, Czechia,2021,sf2
Greece, Jury,3, Serbia,2021,sf2
Greece, Jury,2, Poland,2021,sf2
Greece, Jury,1, Estonia,2021,sf2
Greece, Televoter,12, Moldova,2021,sf2
Greece, Televoter,10, Albania,2021,sf2
Greece, Televoter,8, Finland,2021,sf2
Greece, Televoter,7, Switzerland,2021,sf2
Greece, Televoter,6, Bulgaria,2021,sf2
Greece, Televoter,5, Iceland,2021,sf2
Greece, Televoter,4, Serbia,2021,sf2
Greece, Televoter,3, Portugal,2021,sf2
Greece, Televoter,2, San Marino,2021,sf2
Greece, Televoter,1, Denmark,2021,sf2
Iceland, Jury,12, Switzerland,2021,sf2
Iceland, Jury,10, Bulgaria,2021,sf2
Iceland, Jury,8, Portugal,2021,sf2
Iceland, Jury,7, Greece,2021,sf2
Iceland, Jury,6, Finland,2021,sf2
Iceland, Jury,5, Albania,2021,sf2
Iceland, Jury,4, Austria,2021,sf2
Iceland, Jury,3, San Marino,2021,sf2
Iceland, Jury,2, Serbia,2021,sf2
Iceland, Jury,1, Denmark,2021,sf2
Iceland, Televoter,12, Denmark,2021,sf2
Iceland, Televoter,10, Finland,2021,sf2
Iceland, Televoter,8, Portugal,2021,sf2
Iceland, Televoter,7, Switzerland,2021,sf2
Iceland, Televoter,6, Moldova,2021,sf2
Iceland, Televoter,5, Greece,2021,sf2
Iceland, Televoter,4, Bulgaria,2021,sf2
Iceland, Televoter,3, San Marino,2021,sf2
Iceland, Televoter,2, Austria,2021,sf2
Iceland, Televoter,1, Poland,2021,sf2
Latvia, Jury,12, Iceland,2021,sf2
Latvia, Jury,10, Switzerland,2021,sf2
Latvia, Jury,8, Portugal,2021,sf2
Latvia, Jury,7, Finland,2021,sf2
Latvia, Jury,6, Bulgaria,2021,sf2
Latvia, Jury,5, Albania,2021,sf2
Latvia, Jury,4, Moldova,2021,sf2
Latvia, Jury,3, Estonia,2021,sf2
Latvia, Jury,2, San Marino,2021,sf2
Latvia, Jury,1, Austria,2021,sf2
Latvia, Televoter,12, Moldova,2021,sf2
Latvia, Televoter,10, Estonia,2021,sf2
Latvia, Televoter,8, Finland,2021,sf2
Latvia, Televoter,7, Iceland,2021,sf2
Latvia, Televoter,6, Switzerland,2021,sf2
Latvia, Televoter,5, Portugal,2021,sf2
Latvia, Televoter,4, Denmark,2021,sf2
Latvia, Televoter,3, Georgia,2021,sf2
Latvia, Televoter,2, Bulgaria,2021,sf2
Latvia, Televoter,1, Greece,2021,sf2
Moldova, Jury,12, Bulgaria,2021,sf2
Moldova, Jury,10, San Marino,2021,sf2
Moldova, Jury,8, Greece,2021,sf2
Moldova, Jury,7, Switzerland,2021,sf2
Moldova, Jury,6, Iceland,2021,sf2
Moldova, Jury,5, Albania,2021,sf2
Moldova, Jury,4, Latvia,2021,sf2
Moldova, Jury,3, Estonia,2021,sf2
Moldova, Jury,2, Portugal,2021,sf2
Moldova, Jury,1, Czechia,2021,sf2
Moldova, Televoter,12, Greece,2021,sf2
Moldova, Televoter,10, Switzerland,2021,sf2
Moldova, Televoter,8, Finland,2021,sf2
Moldova, Televoter,7, Poland,2021,sf2
Moldova, Televoter,6, Iceland,2021,sf2
Moldova, Televoter,5, Bulgaria,2021,sf2
Moldova, Televoter,4, Portugal,2021,sf2
Moldova, Televoter,3, Estonia,2021,sf2
Moldova, Televoter,2, Albania,2021,sf2
Moldova, Televoter,1, Serbia,2021,sf2
Poland, Jury,12, Greece,2021,sf2
Poland, Jury,10, San Marino,2021,sf2
Poland, Jury,8, Switzerland,2021,sf2
Poland, Jury,7, Moldova,2021,sf2
Poland, Jury,6, Albania,2021,sf2
Poland, Jury,5, Bulgaria,2021,sf2
Poland, Jury,4, Estonia,2021,sf2
Poland, Jury,3, Iceland,2021,sf2
Poland, Jury,2, Finland,2021,sf2
Poland, Jury,1, Portugal,2021,sf2
Poland, Televoter,12, Finland,2021,sf2
Poland, Televoter,10, Iceland,2021,sf2
Poland, Televoter,8, Switzerland,2021,sf2
Poland, Televoter,7, Moldova,2021,sf2
Poland, Televoter,6, Denmark,2021,sf2
Poland, Televoter,5, Portugal,2021,sf2
Poland, Televoter,4, Bulgaria,2021,sf2
Poland, Televoter,3, Georgia,2021,sf2
Poland, Televoter,2, San Marino,2021,sf2
Poland, Televoter,1, Serbia,2021,sf2
Portugal, Jury,12, Bulgaria,2021,sf2
Portugal, Jury,10, Iceland,2021,sf2
Portugal, Jury,8, Albania,2021,sf2
Portugal, Jury,7, Switzerland,2021,sf2
Portugal, Jury,6, Finland,2021,sf2
Portugal, Jury,5, Czechia,2021,sf2
Portugal, Jury,4, Serbia,2021,sf2
Portugal, Jury,3, Greece,2021,sf2
Portugal, Jury,2, Austria,2021,sf2
Portugal, Jury,1, Estonia,2021,sf2
Portugal, Televoter,12, Moldova,2021,sf2
Portugal, Televoter,10, Greece,2021,sf2
Portugal, Televoter,8, Switzerland,2021,sf2
Portugal, Televoter,7, Iceland,2021,sf2
Portugal, Televoter,6, Finland,2021,sf2
Portugal, Televoter,5, Bulgaria,2021,sf2
Portugal, Televoter,4, Denmark,2021,sf2
Portugal, Televoter,3, Georgia,2021,sf2
Portugal, Televoter,2, Serbia,2021,sf2
Portugal, Televoter,1, Albania,2021,sf2
San Marino, Jury,12, Poland,2021,sf2
San Marino, Jury,10, Greece,2021,sf2
San Marino, Jury,8, Moldova,2021,sf2
San Marino, Jury,7, Albania,2021,sf2
San Marino, Jury,6, Switzerland,2021,sf2
San Marino, Jury,5, Bulgaria,2021,sf2
San Marino, Jury,4, Serbia,2021,sf2
San Marino, Jury,3, Finland,2021,sf2
San Marino, Jury,2, Portugal,2021,sf2
San Marino, Jury,1, Iceland,2021,sf2
San Marino, Televoter,12, Moldova,2021,sf2
San Marino, Televoter,10, Finland,2021,sf2
San Marino, Televoter,8, Iceland,2021,sf2
San Marino, Televoter,7, Serbia,2021,sf2
San Marino, Televoter,6, Switzerland,2021,sf2
San Marino, Televoter,5, Greece,2021,sf2
San Marino, Televoter,4, Bulgaria,2021,sf2
San Marino, Televoter,3, Portugal,2021,sf2
San Marino, Televoter,2, Albania,2021,sf2
San Marino, Televoter,1, Denmark,2021,sf2
Serbia, Jury,12, Iceland,2021,sf2
Serbia, Jury,10, Bulgaria,2021,sf2
Serbia, Jury,8, Greece,2021,sf2
Serbia, Jury,7, Portugal,2021,sf2
Serbia, Jury,6, Finland,2021,sf2
Serbia, Jury,5, Switzerland,2021,sf2
Serbia, Jury,4, Moldova,2021,sf2
Serbia, Jury,3, Austria,2021,sf2
Serbia, Jury,2, San Marino,2021,sf2
Serbia, Jury,1, Estonia,2021,sf2
Serbia, Televoter,12, Moldova,2021,sf2
Serbia, Televoter,10, Finland,2021,sf2
Serbia, Televoter,8, Greece,2021,sf2
Serbia, Televoter,7, Iceland,2021,sf2
Serbia, Televoter,6, Bulgaria,2021,sf2
Serbia, Televoter,5, Switzerland,2021,sf2
Serbia, Televoter,4, Portugal,2021,sf2
Serbia, Televoter,3, San Marino,2021,sf2
Serbia, Televoter,2, Denmark,2021,sf2
Serbia, Televoter,1, Albania,2021,sf2
Spain, Jury,12, Switzerland,2021,sf2
Spain, Jury,10, Portugal,2021,sf2
Spain, Jury,8, Iceland,2021,sf2
Spain, Jury,7, Greece,2021,sf2
Spain, Jury,6, Austria,2021,sf2
Spain, Jury,5, Bulgaria,2021,sf2
Spain, Jury,4, Serbia,2021,sf2
Spain, Jury,3, San Marino,2021,sf2
Spain, Jury,2, Albania,2021,sf2
Spain, Jury,1, Estonia,2021,sf2
Spain, Televoter,12, Portugal,2021,sf2
Spain, Televoter,10, Bulgaria,2021,sf2
Spain, Televoter,8, Iceland,2021,sf2
Spain, Televoter,7, Switzerland,2021,sf2
Spain, Televoter,6, Finland,2021,sf2
Spain, Televoter,5, Denmark,2021,sf2
Spain, Televoter,4, San Marino,2021,sf2
Spain, Televoter,3, Moldova,2021,sf2
Spain, Televoter,2, Serbia,2021,sf2
Spain, Televoter,1, Greece,2021,sf2
Switzerland, Jury,12, Bulgaria,2021,sf2
Switzerland, Jury,10, Portugal,2021,sf2
Switzerland, Jury,8, Iceland,2021,sf2
Switzerland, Jury,7, Austria,2021,sf2
Switzerland, Jury,6, Finland,2021,sf2
Switzerland, Jury,5, Albania,2021,sf2
Switzerland, Jury,4, Serbia,2021,sf2
Switzerland, Jury,3, Estonia,2021,sf2
Switzerland, Jury,2, San Marino,2021,sf2
Switzerland, Jury,1, Greece,2021,sf2
Switzerland, Televoter,12, Serbia,2021,sf2
Switzerland, Televoter,10, Portugal,2021,sf2
Switzerland, Televoter,8, Albania,2021,sf2
Switzerland, Televoter,7, Iceland,2021,sf2
Switzerland, Televoter,6, Finland,2021,sf2
Switzerland, Televoter,5, Denmark,2021,sf2
Switzerland, Televoter,4, Austria,2021,sf2
Switzerland, Televoter,3, Bulgaria,2021,sf2
Switzerland, Televoter,2, Greece,2021,sf2
Switzerland, Televoter,1, Estonia,2021,sf2
United Kingdom, Jury,12, Iceland,2021,sf2
United Kingdom, Jury,10, Portugal,2021,sf2
United Kingdom, Jury,8, Switzerland,2021,sf2
United Kingdom, Jury,7, Bulgaria,2021,sf2
United Kingdom, Jury,6, Finland,2021,sf2
United Kingdom, Jury,5, Serbia,2021,sf2
United Kingdom, Jury,4, San Marino,2021,sf2
United Kingdom, Jury,3, Moldova,2021,sf2
United Kingdom, Jury,2, Estonia,2021,sf2
United Kingdom, Jury,1, Albania,2021,sf2
United Kingdom, Televoter,12, Iceland,2021,sf2
United Kingdom, Televoter,10, Bulgaria,2021,sf2
United Kingdom, Televoter,8, Finland,2021,sf2
United Kingdom, Televoter,7, Poland,2021,sf2
United Kingdom, Televoter,6, Portugal,2021,sf2
United Kingdom, Televoter,5, Denmark,2021,sf2
United Kingdom, Televoter,4, Latvia,2021,sf2
United Kingdom, Televoter,3, Switzerland,2021,sf2
United Kingdom, Televoter,2, San Marino,2021,sf2
United Kingdom, Televoter,1, Greece,2021,sf2
Albania,Jury,12,Switzerland,2021,f
Albania,Jury,10,France,2021,f
Albania,Jury,8,Malta,2021,f
Albania,Jury,7,Cyprus,2021,f
Albania,Jury,6,Greece,2021,f
Albania,Jury,5,San Marino,2021,f
Albania,Jury,4,Italy,2021,f
Albania,Jury,3,Finland,2021,f
Albania,Jury,2,Azerbaijan,2021,f
Albania,Jury,1,Serbia,2021,f
Albania,Televote,12,Switzerland,2021,f
Albania,Televote,10,Italy,2021,f
Albania,Televote,8,Greece,2021,f
Albania,Televote,7,Moldova,2021,f
Albania,Televote,6,France,2021,f
Albania,Televote,5,Bulgaria,2021,f
Albania,Televote,4,Ukraine,2021,f
Albania,Televote,3,Finland,2021,f
Albania,Televote,2,Cyprus,2021,f
Albania,Televote,1,Sweden,2021,f
Australia,Jury,12,Malta,2021,f
Australia,Jury,10,Switzerland,2021,f
Australia,Jury,8,Iceland,2021,f
Australia,Jury,7,France,2021,f
Australia,Jury,6,Italy,2021,f
Australia,Jury,5,Ukraine,2021,f
Australia,Jury,4,Cyprus,2021,f
Australia,Jury,3,Netherlands,2021,f
Australia,Jury,2,Bulgaria,2021,f
Australia,Jury,1,Russia,2021,f
Australia,Televote,12,Iceland,2021,f
Australia,Televote,10,Ukraine,2021,f
Australia,Televote,8,Malta,2021,f
Australia,Televote,7,Italy,2021,f
Australia,Televote,6,Lithuania,2021,f
Australia,Televote,5,Switzerland,2021,f
Australia,Televote,4,France,2021,f
Australia,Televote,3,Finland,2021,f
Australia,Televote,2,Serbia,2021,f
Australia,Televote,1,Norway,2021,f
Austria,Jury,12,Iceland,2021,f
Austria,Jury,10,Switzerland,2021,f
Austria,Jury,8,France,2021,f
Austria,Jury,7,Portugal,2021,f
Austria,Jury,6,Italy,2021,f
Austria,Jury,5,Bulgaria,2021,f
Austria,Jury,4,Malta,2021,f
Austria,Jury,3,Netherlands,2021,f
Austria,Jury,2,Germany,2021,f
Austria,Jury,1,Finland,2021,f
Austria,Televote,12,Serbia,2021,f
Austria,Televote,10,Iceland,2021,f
Austria,Televote,8,Italy,2021,f
Austria,Televote,7,Ukraine,2021,f
Austria,Televote,6,France,2021,f
Austria,Televote,5,Switzerland,2021,f
Austria,Televote,4,Finland,2021,f
Austria,Televote,3,Lithuania,2021,f
Austria,Televote,2,Malta,2021,f
Austria,Televote,1,Norway,2021,f
Azerbaijan,Jury,12,Russia,2021,f
Azerbaijan,Jury,10,Greece,2021,f
Azerbaijan,Jury,8,Moldova,2021,f
Azerbaijan,Jury,7,Malta,2021,f
Azerbaijan,Jury,6,Ukraine,2021,f
Azerbaijan,Jury,5,Sweden,2021,f
Azerbaijan,Jury,4,France,2021,f
Azerbaijan,Jury,3,Belgium,2021,f
Azerbaijan,Jury,2,Portugal,2021,f
Azerbaijan,Jury,1,Bulgaria,2021,f
Azerbaijan,Televote,12,Israel,2021,f
Azerbaijan,Televote,10,Italy,2021,f
Azerbaijan,Televote,8,Ukraine,2021,f
Azerbaijan,Televote,7,Norway,2021,f
Azerbaijan,Televote,6,Russia,2021,f
Azerbaijan,Televote,5,Finland,2021,f
Azerbaijan,Televote,4,Switzerland,2021,f
Azerbaijan,Televote,3,San Marino,2021,f
Azerbaijan,Televote,2,France,2021,f
Azerbaijan,Televote,1,Moldova,2021,f
Belgium,Jury,12,Switzerland,2021,f
Belgium,Jury,10,Ukraine,2021,f
Belgium,Jury,8,Finland,2021,f
Belgium,Jury,7,Russia,2021,f
Belgium,Jury,6,Bulgaria,2021,f
Belgium,Jury,5,Malta,2021,f
Belgium,Jury,4,Sweden,2021,f
Belgium,Jury,3,Iceland,2021,f
Belgium,Jury,2,Italy,2021,f
Belgium,Jury,1,Portugal,2021,f
Belgium,Televote,12,France,2021,f
Belgium,Televote,10,Ukraine,2021,f
Belgium,Televote,8,Italy,2021,f
Belgium,Televote,7,Lithuania,2021,f
Belgium,Televote,6,Finland,2021,f
Belgium,Televote,5,Iceland,2021,f
Belgium,Televote,4,Switzerland,2021,f
Belgium,Televote,3,Sweden,2021,f
Belgium,Televote,2,Malta,2021,f
Belgium,Televote,1,Norway,2021,f
Bulgaria,Jury,12,Moldova,2021,f
Bulgaria,Jury,10,Italy,2021,f
Bulgaria,Jury,8,Greece,2021,f
Bulgaria,Jury,7,France,2021,f
Bulgaria,Jury,6,Portugal,2021,f
Bulgaria,Jury,5,Malta,2021,f
Bulgaria,Jury,4,Spain,2021,f
Bulgaria,Jury,3,Israel,2021,f
Bulgaria,Jury,2,Netherlands,2021,f
Bulgaria,Jury,1,Finland,2021,f
Bulgaria,Televote,12,Italy,2021,f
Bulgaria,Televote,10,France,2021,f
Bulgaria,Televote,8,Finland,2021,f
Bulgaria,Televote,7,Russia,2021,f
Bulgaria,Televote,6,Ukraine,2021,f
Bulgaria,Televote,5,Serbia,2021,f
Bulgaria,Televote,4,Azerbaijan,2021,f
Bulgaria,Televote,3,Switzerland,2021,f
Bulgaria,Televote,2,Greece,2021,f
Bulgaria,Televote,1,Sweden,2021,f
Croatia,Jury,12,Italy,2021,f
Croatia,Jury,10,Iceland,2021,f
Croatia,Jury,8,Switzerland,2021,f
Croatia,Jury,7,Serbia,2021,f
Croatia,Jury,6,France,2021,f
Croatia,Jury,5,Israel,2021,f
Croatia,Jury,4,Russia,2021,f
Croatia,Jury,3,Malta,2021,f
Croatia,Jury,2,Lithuania,2021,f
Croatia,Jury,1,Portugal,2021,f
Croatia,Televote,12,Serbia,2021,f
Croatia,Televote,10,Italy,2021,f
Croatia,Televote,8,Ukraine,2021,f
Croatia,Televote,7,France,2021,f
Croatia,Televote,6,Finland,2021,f
Croatia,Televote,5,Switzerland,2021,f
Croatia,Televote,4,Iceland,2021,f
Croatia,Televote,3,Russia,2021,f
Croatia,Televote,2,Azerbaijan,2021,f
Croatia,Televote,1,Albania,2021,f
Cyprus,Jury,12,Greece,2021,f
Cyprus,Jury,10,Malta,2021,f
Cyprus,Jury,8,Italy,2021,f
Cyprus,Jury,7,France,2021,f
Cyprus,Jury,6,Russia,2021,f
Cyprus,Jury,5,Bulgaria,2021,f
Cyprus,Jury,4,Belgium,2021,f
Cyprus,Jury,3,Finland,2021,f
Cyprus,Jury,2,Switzerland,2021,f
Cyprus,Jury,1,Portugal,2021,f
Cyprus,Televote,12,Greece,2021,f
Cyprus,Televote,10,Italy,2021,f
Cyprus,Televote,8,France,2021,f
Cyprus,Televote,7,Bulgaria,2021,f
Cyprus,Televote,6,Ukraine,2021,f
Cyprus,Televote,5,Lithuania,2021,f
Cyprus,Televote,4,Finland,2021,f
Cyprus,Televote,3,Russia,2021,f
Cyprus,Televote,2,Israel,2021,f
Cyprus,Televote,1,Malta,2021,f
Czechia,Jury,12,Portugal,2021,f
Czechia,Jury,10,France,2021,f
Czechia,Jury,8,Iceland,2021,f
Czechia,Jury,7,Malta,2021,f
Czechia,Jury,6,Italy,2021,f
Czechia,Jury,5,Switzerland,2021,f
Czechia,Jury,4,Bulgaria,2021,f
Czechia,Jury,3,Belgium,2021,f
Czechia,Jury,2,Russia,2021,f
Czechia,Jury,1,Finland,2021,f
Czechia,Televote,12,Moldova,2021,f
Czechia,Televote,10,Ukraine,2021,f
Czechia,Televote,8,Greece,2021,f
Czechia,Televote,7,Iceland,2021,f
Czechia,Televote,6,Italy,2021,f
Czechia,Televote,5,Russia,2021,f
Czechia,Televote,4,Finland,2021,f
Czechia,Televote,3,Switzerland,2021,f
Czechia,Televote,2,France,2021,f
Czechia,Televote,1,Lithuania,2021,f
Denmark,Jury,12,Switzerland,2021,f
Denmark,Jury,10,Iceland,2021,f
Denmark,Jury,8,Finland,2021,f
Denmark,Jury,7,Albania,2021,f
Denmark,Jury,6,Bulgaria,2021,f
Denmark,Jury,5,San Marino,2021,f
Denmark,Jury,4,Malta,2021,f
Denmark,Jury,3,Norway,2021,f
Denmark,Jury,2,Sweden,2021,f
Denmark,Jury,1,Israel,2021,f
Denmark,Televote,12,Iceland,2021,f
Denmark,Televote,10,Sweden,2021,f
Denmark,Televote,8,Norway,2021,f
Denmark,Televote,7,Finland,2021,f
Denmark,Televote,6,Switzerland,2021,f
Denmark,Televote,5,Italy,2021,f
Denmark,Televote,4,Lithuania,2021,f
Denmark,Televote,3,France,2021,f
Denmark,Televote,2,Malta,2021,f
Denmark,Televote,1,Ukraine,2021,f
Estonia,Jury,12,Switzerland,2021,f
Estonia,Jury,10,France,2021,f
Estonia,Jury,8,Iceland,2021,f
Estonia,Jury,7,Finland,2021,f
Estonia,Jury,6,Bulgaria,2021,f
Estonia,Jury,5,Portugal,2021,f
Estonia,Jury,4,Ukraine,2021,f
Estonia,Jury,3,Italy,2021,f
Estonia,Jury,2,Lithuania,2021,f
Estonia,Jury,1,Malta,2021,f
Estonia,Televote,12,Finland,2021,f
Estonia,Televote,10,Lithuania,2021,f
Estonia,Televote,8,Italy,2021,f
Estonia,Televote,7,France,2021,f
Estonia,Televote,6,Russia,2021,f
Estonia,Televote,5,Ukraine,2021,f
Estonia,Televote,4,Norway,2021,f
Estonia,Televote,3,Iceland,2021,f
Estonia,Televote,2,Switzerland,2021,f
Estonia,Televote,1,Sweden,2021,f
Finland,Jury,12,Switzerland,2021,f
Finland,Jury,10,Bulgaria,2021,f
Finland,Jury,8,Iceland,2021,f
Finland,Jury,7,France,2021,f
Finland,Jury,6,Italy,2021,f
Finland,Jury,5,Sweden,2021,f
Finland,Jury,4,Russia,2021,f
Finland,Jury,3,Lithuania,2021,f
Finland,Jury,2,Greece,2021,f
Finland,Jury,1,Malta,2021,f
Finland,Televote,12,Iceland,2021,f
Finland,Televote,10,Ukraine,2021,f
Finland,Televote,8,Italy,2021,f
Finland,Televote,7,Switzerland,2021,f
Finland,Televote,6,France,2021,f
Finland,Televote,5,Lithuania,2021,f
Finland,Televote,4,Norway,2021,f
Finland,Televote,3,Sweden,2021,f
