From country,Voting Type,Points,To country,Year,Edition
Finland,Televote,2,Moldova,2021,f
Finland,Televote,1,Russia,2021,f
France,Jury,12,Greece,2021,f
France,Jury,10,Russia,2021,f
France,Jury,8,Portugal,2021,f
France,Jury,7,Switzerland,2021,f
France,Jury,6,Belgium,2021,f
France,Jury,5,Israel,2021,f
France,Jury,4,San Marino,2021,f
France,Jury,3,Iceland,2021,f
France,Jury,2,Cyprus,2021,f
France,Jury,1,Sweden,2021,f
France,Televote,12,Ukraine,2021,f
France,Televote,10,Italy,2021,f
France,Televote,8,Portugal,2021,f
France,Televote,7,Moldova,2021,f
France,Televote,6,Switzerland,2021,f
France,Televote,5,Israel,2021,f
France,Televote,4,Iceland,2021,f
France,Televote,3,Serbia,2021,f
France,Televote,2,Sweden,2021,f
France,Televote,1,Finland,2021,f
Georgia,Jury,12,Italy,2021,f
Georgia,Jury,10,Switzerland,2021,f
Georgia,Jury,8,Portugal,2021,f
Georgia,Jury,7,Ukraine,2021,f
Georgia,Jury,6,Iceland,2021,f
Georgia,Jury,5,Azerbaijan,2021,f
Georgia,Jury,4,Bulgaria,2021,f
Georgia,Jury,3,Lithuania,2021,f
Georgia,Jury,2,Netherlands,2021,f
Georgia,Jury,1,Malta,2021,f
Georgia,Televote,12,Greece,2021,f
Georgia,Televote,10,Lithuania,2021,f
Georgia,Televote,8,Italy,2021,f
Georgia,Televote,7,San Marino,2021,f
Georgia,Televote,6,Ukraine,2021,f
Georgia,Televote,5,France,2021,f
Georgia,Televote,4,Russia,2021,f
Georgia,Televote,3,Azerbaijan,2021,f
Georgia,Televote,2,Moldova,2021,f
Georgia,Televote,1,Iceland,2021,f
Germany,Jury,12,France,2021,f
Germany,Jury,10,Switzerland,2021,f
Germany,Jury,8,Malta,2021,f
Germany,Jury,7,Cyprus,2021,f
Germany,Jury,6,Italy,2021,f
Germany,Jury,5,Ukraine,2021,f
Germany,Jury,4,Sweden,2021,f
Germany,Jury,3,Iceland,2021,f
Germany,Jury,2,Russia,2021,f
Germany,Jury,1,Lithuania,2021,f
Germany,Televote,12,Lithuania,2021,f
Germany,Televote,10,France,2021,f
Germany,Televote,8,Finland,2021,f
Germany,Televote,7,Italy,2021,f
Germany,Televote,6,Iceland,2021,f
Germany,Televote,5,Russia,2021,f
Germany,Televote,4,Ukraine,2021,f
Germany,Televote,3,Serbia,2021,f
Germany,Televote,2,Switzerland,2021,f
Germany,Televote,1,Norway,2021,f
Greece,Jury,12,Cyprus,2021,f
Greece,Jury,10,Moldova,2021,f
Greece,Jury,8,Bulgaria,2021,f
Greece,Jury,7,San Marino,2021,f
Greece,Jury,6,Malta,2021,f
Greece,Jury,5,France,2021,f
Greece,Jury,4,Italy,2021,f
Greece,Jury,3,Belgium,2021,f
Greece,Jury,2,Russia,2021,f
Greece,Jury,1,Ukraine,2021,f
Greece,Televote,12,Cyprus,2021,f
Greece,Televote,10,Italy,2021,f
Greece,Televote,8,France,2021,f
Greece,Televote,7,Albania,2021,f
Greece,Televote,6,Finland,2021,f
Greece,Televote,5,Ukraine,2021,f
Greece,Televote,4,Switzerland,2021,f
Greece,Televote,3,Malta,2021,f
Greece,Televote,2,Azerbaijan,2021,f
Greece,Televote,1,Russia,2021,f
Iceland,Jury,12,Switzerland,2021,f
Iceland,Jury,10,Portugal,2021,f
Iceland,Jury,8,Bulgaria,2021,f
Iceland,Jury,7,Italy,2021,f
Iceland,Jury,6,France,2021,f
Iceland,Jury,5,Finland,2021,f
Iceland,Jury,4,Greece,2021,f
Iceland,Jury,3,Ukraine,2021,f
Iceland,Jury,2,Russia,2021,f
Iceland,Jury,1,Malta,2021,f
Iceland,Televote,12,Finland,2021,f
Iceland,Televote,10,Sweden,2021,f
Iceland,Televote,8,Ukraine,2021,f
Iceland,Televote,7,France,2021,f
Iceland,Televote,6,Switzerland,2021,f
Iceland,Televote,5,Italy,2021,f
Iceland,Televote,4,Lithuania,2021,f
Iceland,Televote,3,Malta,2021,f
Iceland,Televote,2,Portugal,2021,f
Iceland,Televote,1,Norway,2021,f
Ireland,Jury,12,France,2021,f
Ireland,Jury,10,Malta,2021,f
Ireland,Jury,8,Iceland,2021,f
Ireland,Jury,7,Norway,2021,f
Ireland,Jury,6,Ukraine,2021,f
Ireland,Jury,5,Switzerland,2021,f
Ireland,Jury,4,Lithuania,2021,f
Ireland,Jury,3,Belgium,2021,f
Ireland,Jury,2,Azerbaijan,2021,f
Ireland,Jury,1,Bulgaria,2021,f
Ireland,Televote,12,Lithuania,2021,f
Ireland,Televote,10,Iceland,2021,f
Ireland,Televote,8,Ukraine,2021,f
Ireland,Televote,7,France,2021,f
Ireland,Televote,6,Italy,2021,f
Ireland,Televote,5,Finland,2021,f
Ireland,Televote,4,Malta,2021,f
Ireland,Televote,3,Switzerland,2021,f
Ireland,Televote,2,Portugal,2021,f
Ireland,Televote,1,Sweden,2021,f
Israel,Jury,12,Switzerland,2021,f
Israel,Jury,10,Lithuania,2021,f
Israel,Jury,8,France,2021,f
Israel,Jury,7,Russia,2021,f
Israel,Jury,6,Belgium,2021,f
Israel,Jury,5,Malta,2021,f
Israel,Jury,4,Ukraine,2021,f
Israel,Jury,3,Cyprus,2021,f
Israel,Jury,2,Azerbaijan,2021,f
Israel,Jury,1,Bulgaria,2021,f
Israel,Televote,12,Ukraine,2021,f
Israel,Televote,10,Russia,2021,f
Israel,Televote,8,France,2021,f
Israel,Televote,7,Italy,2021,f
Israel,Televote,6,Switzerland,2021,f
Israel,Televote,5,Malta,2021,f
Israel,Televote,4,Finland,2021,f
Israel,Televote,3,Lithuania,2021,f
Israel,Televote,2,Azerbaijan,2021,f
Israel,Televote,1,Iceland,2021,f
Italy,Jury,12,Lithuania,2021,f
Italy,Jury,10,Finland,2021,f
Italy,Jury,8,Iceland,2021,f
Italy,Jury,7,Malta,2021,f
Italy,Jury,6,Portugal,2021,f
Italy,Jury,5,Belgium,2021,f
Italy,Jury,4,Israel,2021,f
Italy,Jury,3,France,2021,f
Italy,Jury,2,Norway,2021,f
Italy,Jury,1,Ukraine,2021,f
Italy,Televote,12,Ukraine,2021,f
Italy,Televote,10,Albania,2021,f
Italy,Televote,8,Finland,2021,f
Italy,Televote,7,Russia,2021,f
Italy,Televote,6,Iceland,2021,f
Italy,Televote,5,Lithuania,2021,f
Italy,Televote,4,Serbia,2021,f
Italy,Televote,3,San Marino,2021,f
Italy,Televote,2,Moldova,2021,f
Italy,Televote,1,France,2021,f
Latvia,Jury,12,Switzerland,2021,f
Latvia,Jury,10,Iceland,2021,f
Latvia,Jury,8,Italy,2021,f
Latvia,Jury,7,Ukraine,2021,f
Latvia,Jury,6,Lithuania,2021,f
Latvia,Jury,5,Bulgaria,2021,f
Latvia,Jury,4,Finland,2021,f
Latvia,Jury,3,France,2021,f
Latvia,Jury,2,Malta,2021,f
Latvia,Jury,1,Russia,2021,f
Latvia,Televote,12,Lithuania,2021,f
Latvia,Televote,10,Russia,2021,f
Latvia,Televote,8,Finland,2021,f
Latvia,Televote,7,Italy,2021,f
Latvia,Televote,6,Ukraine,2021,f
Latvia,Televote,5,Iceland,2021,f
Latvia,Televote,4,Switzerland,2021,f
Latvia,Televote,3,France,2021,f
Latvia,Televote,2,Norway,2021,f
Latvia,Televote,1,Sweden,2021,f
Lithuania,Jury,12,Ukraine,2021,f
Lithuania,Jury,10,Italy,2021,f
Lithuania,Jury,8,Switzerland,2021,f
Lithuania,Jury,7,Belgium,2021,f
Lithuania,Jury,6,Portugal,2021,f
Lithuania,Jury,5,France,2021,f
Lithuania,Jury,4,Iceland,2021,f
Lithuania,Jury,3,Malta,2021,f
Lithuania,Jury,2,Bulgaria,2021,f
Lithuania,Jury,1,Israel,2021,f
Lithuania,Televote,12,Ukraine,2021,f
Lithuania,Televote,10,Italy,2021,f
Lithuania,Televote,8,France,2021,f
Lithuania,Televote,7,Finland,2021,f
Lithuania,Televote,6,Switzerland,2021,f
Lithuania,Televote,5,Norway,2021,f
Lithuania,Televote,4,Russia,2021,f
Lithuania,Televote,3,Iceland,2021,f
Lithuania,Televote,2,Belgium,2021,f
Lithuania,Televote,1,Sweden,2021,f
Malta,Jury,12,Albania,2021,f
Malta,Jury,10,Switzerland,2021,f
Malta,Jury,8,Sweden,2021,f
Malta,Jury,7,Portugal,2021,f
Malta,Jury,6,Greece,2021,f
Malta,Jury,5,Ukraine,2021,f
Malta,Jury,4,Cyprus,2021,f
Malta,Jury,3,France,2021,f
Malta,Jury,2,Finland,2021,f
Malta,Jury,1,San Marino,2021,f
Malta,Televote,12,Italy,2021,f
Malta,Televote,10,Norway,2021,f
Malta,Televote,8,Sweden,2021,f
Malta,Televote,7,Finland,2021,f
Malta,Televote,6,Lithuania,2021,f
Malta,Televote,5,Iceland,2021,f
Malta,Televote,4,Serbia,2021,f
Malta,Televote,3,France,2021,f
Malta,Televote,2,Cyprus,2021,f
Malta,Televote,1,Ukraine,2021,f
Moldova,Jury,12,Bulgaria,2021,f
Moldova,Jury,10,Russia,2021,f
Moldova,Jury,8,Greece,2021,f
Moldova,Jury,7,Malta,2021,f
Moldova,Jury,6,Azerbaijan,2021,f
Moldova,Jury,5,Iceland,2021,f
Moldova,Jury,4,France,2021,f
Moldova,Jury,3,Switzerland,2021,f
Moldova,Jury,2,Portugal,2021,f
Moldova,Jury,1,Cyprus,2021,f
Moldova,Televote,12,Russia,2021,f
Moldova,Televote,10,Ukraine,2021,f
Moldova,Televote,8,Italy,2021,f
Moldova,Televote,7,Greece,2021,f
Moldova,Televote,6,France,2021,f
Moldova,Televote,5,Finland,2021,f
Moldova,Televote,4,Switzerland,2021,f
Moldova,Televote,3,Sweden,2021,f
Moldova,Televote,2,Lithuania,2021,f
Moldova,Televote,1,Azerbaijan,2021,f
Netherlands,Jury,12,France,2021,f
Netherlands,Jury,10,Iceland,2021,f
Netherlands,Jury,8,Russia,2021,f
Netherlands,Jury,7,Malta,2021,f
Netherlands,Jury,6,Belgium,2021,f
Netherlands,Jury,5,Switzerland,2021,f
Netherlands,Jury,4,Israel,2021,f
Netherlands,Jury,3,Ukraine,2021,f
Netherlands,Jury,2,Azerbaijan,2021,f
Netherlands,Jury,1,Albania,2021,f
Netherlands,Televote,12,France,2021,f
Netherlands,Televote,10,Greece,2021,f
Netherlands,Televote,8,Iceland,2021,f
Netherlands,Televote,7,Switzerland,2021,f
Netherlands,Televote,6,Portugal,2021,f
Netherlands,Televote,5,Ukraine,2021,f
Netherlands,Televote,4,Finland,2021,f
Netherlands,Televote,3,Lithuania,2021,f
Netherlands,Televote,2,Italy,2021,f
Netherlands,Televote,1,Malta,2021,f
North Macedonia,Jury,12,Serbia,2021,f
North Macedonia,Jury,10,Italy,2021,f
North Macedonia,Jury,8,Israel,2021,f
North Macedonia,Jury,7,France,2021,f
North Macedonia,Jury,6,Switzerland,2021,f
North Macedonia,Jury,5,Malta,2021,f
North Macedonia,Jury,4,Iceland,2021,f
North Macedonia,Jury,3,Sweden,2021,f
North Macedonia,Jury,2,Cyprus,2021,f
North Macedonia,Jury,1,Russia,2021,f
North Macedonia,Televote,12,Serbia,2021,f
North Macedonia,Televote,10,Albania,2021,f
North Macedonia,Televote,8,Italy,2021,f
North Macedonia,Televote,7,Switzerland,2021,f
North Macedonia,Televote,6,Cyprus,2021,f
North Macedonia,Televote,5,France,2021,f
North Macedonia,Televote,4,Ukraine,2021,f
North Macedonia,Televote,3,Azerbaijan,2021,f
North Macedonia,Televote,2,Finland,2021,f
North Macedonia,Televote,1,Russia,2021,f
Norway,Jury,12,Malta,2021,f
Norway,Jury,10,Sweden,2021,f
Norway,Jury,8,Israel,2021,f
Norway,Jury,7,Switzerland,2021,f
Norway,Jury,6,Bulgaria,2021,f
Norway,Jury,5,Italy,2021,f
Norway,Jury,4,France,2021,f
Norway,Jury,3,Ukraine,2021,f
Norway,Jury,2,Iceland,2021,f
Norway,Jury,1,Greece,2021,f
Norway,Televote,12,Lithuania,2021,f
Norway,Televote,10,Iceland,2021,f
Norway,Televote,8,Sweden,2021,f
Norway,Televote,7,Italy,2021,f
Norway,Televote,6,Finland,2021,f
Norway,Televote,5,Ukraine,2021,f
Norway,Televote,4,France,2021,f
Norway,Televote,3,Malta,2021,f
Norway,Televote,2,Switzerland,2021,f
Norway,Televote,1,Azerbaijan,2021,f
Poland,Jury,12,San Marino,2021,f
Poland,Jury,10,Iceland,2021,f
Poland,Jury,8,Portugal,2021,f
Poland,Jury,7,Switzerland,2021,f
Poland,Jury,6,Israel,2021,f
Poland,Jury,5,Italy,2021,f
Poland,Jury,4,Malta,2021,f
Poland,Jury,3,Belgium,2021,f
Poland,Jury,2,Finland,2021,f
Poland,Jury,1,Russia,2021,f
Poland,Televote,12,Ukraine,2021,f
Poland,Televote,10,Italy,2021,f
Poland,Televote,8,Iceland,2021,f
Poland,Televote,7,Switzerland,2021,f
Poland,Televote,6,Finland,2021,f
Poland,Televote,5,France,2021,f
Poland,Televote,4,Lithuania,2021,f
Poland,Televote,3,Norway,2021,f
Poland,Televote,2,Russia,2021,f
Poland,Televote,1,Sweden,2021,f
Portugal,Jury,12,Bulgaria,2021,f
Portugal,Jury,10,Russia,2021,f
Portugal,Jury,8,Iceland,2021,f
Portugal,Jury,7,Switzerland,2021,f
Portugal,Jury,6,France,2021,f
Portugal,Jury,5,Belgium,2021,f
Portugal,Jury,4,Malta,2021,f
Portugal,Jury,3,Italy,2021,f
Portugal,Jury,2,Ukraine,2021,f
Portugal,Jury,1,Netherlands,2021,f
Portugal,Televote,12,France,2021,f
Portugal,Televote,10,Ukraine,2021,f
Portugal,Televote,8,Moldova,2021,f
Portugal,Televote,7,Italy,2021,f
Portugal,Televote,6,Switzerland,2021,f
Portugal,Televote,5,Finland,2021,f
Portugal,Televote,4,Sweden,2021,f
Portugal,Televote,3,Iceland,2021,f
Portugal,Televote,2,Greece,2021,f
Portugal,Televote,1,Russia,2021,f
Romania,Jury,12,Malta,2021,f
Romania,Jury,10,Portugal,2021,f
Romania,Jury,8,Finland,2021,f
Romania,Jury,7,Switzerland,2021,f
Romania,Jury,6,Moldova,2021,f
Romania,Jury,5,Ukraine,2021,f
Romania,Jury,4,France,2021,f
Romania,Jury,3,Italy,2021,f
Romania,Jury,2,Bulgaria,2021,f
Romania,Jury,1,Germany,2021,f
Romania,Televote,12,Moldova,2021,f
Romania,Televote,10,Italy,2021,f
Romania,Televote,8,France,2021,f
Romania,Televote,7,Ukraine,2021,f
Romania,Televote,6,Finland,2021,f
Romania,Televote,5,Switzerland,2021,f
Romania,Televote,4,Azerbaijan,2021,f
Romania,Televote,3,Lithuania,2021,f
Romania,Televote,2,Malta,2021,f
Romania,Televote,1,Israel,2021,f
Russia,Jury,12,Moldova,2021,f
Russia,Jury,10,Italy,2021,f
Russia,Jury,8,Azerbaijan,2021,f
Russia,Jury,7,Greece,2021,f
Russia,Jury,6,Bulgaria,2021,f
Russia,Jury,5,Israel,2021,f
Russia,Jury,4,Malta,2021,f
Russia,Jury,3,Belgium,2021,f
Russia,Jury,2,Cyprus,2021,f
Russia,Jury,1,Switzerland,2021,f
Russia,Televote,12,Cyprus,2021,f
Russia,Televote,10,Italy,2021,f
Russia,Televote,8,Finland,2021,f
Russia,Televote,7,Ukraine,2021,f
Russia,Televote,6,France,2021,f
Russia,Televote,5,Switzerland,2021,f
Russia,Televote,4,Azerbaijan,2021,f
Russia,Televote,3,Moldova,2021,f
Russia,Televote,2,Lithuania,2021,f
Russia,Televote,1,Iceland,2021,f
San Marino,Jury,12,France,2021,f
San Marino,Jury,10,Italy,2021,f
San Marino,Jury,8,Greece,2021,f
San Marino,Jury,7,Malta,2021,f
San Marino,Jury,6,Lithuania,2021,f
San Marino,Jury,5,Moldova,2021,f
San Marino,Jury,4,Switzerland,2021,f
San Marino,Jury,3,Bulgaria,2021,f
San Marino,Jury,2,Albania,2021,f
San Marino,Jury,1,Finland,2021,f
San Marino,Televote,12,Italy,2021,f
San Marino,Televote,10,France,2021,f
San Marino,Televote,8,Cyprus,2021,f
San Marino,Televote,7,Greece,2021,f
San Marino,Televote,6,Moldova,2021,f
San Marino,Televote,5,Ukraine,2021,f
San Marino,Televote,4,Finland,2021,f
San Marino,Televote,3,Switzerland,2021,f
San Marino,Televote,2,Bulgaria,2021,f
San Marino,Televote,1,Russia,2021,f
Serbia,Jury,12,France,2021,f
Serbia,Jury,10,Finland,2021,f
Serbia,Jury,8,Italy,2021,f
Serbia,Jury,7,Iceland,2021,f
Serbia,Jury,6,Bulgaria,2021,f
Serbia,Jury,5,Portugal,2021,f
Serbia,Jury,4,Sweden,2021,f
Serbia,Jury,3,Greece,2021,f
Serbia,Jury,2,Israel,2021,f
Serbia,Jury,1,Switzerland,2021,f
Serbia,Televote,12,Italy,2021,f
Serbia,Televote,10,France,2021,f
Serbia,Televote,8,Ukraine,2021,f
Serbia,Televote,7,Finland,2021,f
Serbia,Televote,6,Russia,2021,f
Serbia,Televote,5,Iceland,2021,f
Serbia,Televote,4,Azerbaijan,2021,f
Serbia,Televote,3,Greece,2021,f
Serbia,Televote,2,Cyprus,2021,f
Serbia,Televote,1,Switzerland,2021,f
Slovenia,Jury,12,Italy,2021,f
Slovenia,Jury,10,Iceland,2021,f
Slovenia,Jury,8,Russia,2021,f
Slovenia,Jury,7,Switzerland,2021,f
Slovenia,Jury,6,Belgium,2021,f
Slovenia,Jury,5,Malta,2021,f
Slovenia,Jury,4,Finland,2021,f
Slovenia,Jury,3,Greece,2021,f
Slovenia,Jury,2,France,2021,f
Slovenia,Jury,1,Israel,2021,f
Slovenia,Televote,12,Serbia,2021,f
Slovenia,Televote,10,Italy,2021,f
Slovenia,Televote,8,Greece,2021,f
Slovenia,Televote,7,Ukraine,2021,f
Slovenia,Televote,6,France,2021,f
Slovenia,Televote,5,Switzerland,2021,f
Slovenia,Televote,4,Finland,2021,f
Slovenia,Televote,3,Iceland,2021,f
Slovenia,Televote,2,Norway,2021,f
Slovenia,Televote,1,Russia,2021,f
Spain,Jury,12,France,2021,f
Spain,Jury,10,Switzerland,2021,f
Spain,Jury,8,Malta,2021,f
Spain,Jury,7,Iceland,2021,f
Spain,Jury,6,Cyprus,2021,f
Spain,Jury,5,Portugal,2021,f
Spain,Jury,4,Bulgaria,2021,f
Spain,Jury,3,Israel,2021,f
Spain,Jury,2,Lithuania,2021,f
Spain,Jury,1,Greece,2021,f
Spain,Televote,12,France,2021,f
Spain,Televote,10,Italy,2021,f
Spain,Televote,8,Bulgaria,2021,f
Spain,Televote,7,Switzerland,2021,f
Spain,Televote,6,Ukraine,2021,f
Spain,Televote,5,Iceland,2021,f
Spain,Televote,4,Lithuania,2021,f
Spain,Televote,3,Malta,2021,f
Spain,Televote,2,Finland,2021,f
Spain,Televote,1,Portugal,2021,f
Sweden,Jury,12,Malta,2021,f
Sweden,Jury,10,Italy,2021,f
Sweden,Jury,8,Ukraine,2021,f
Sweden,Jury,7,Iceland,2021,f
Sweden,Jury,6,France,2021,f
Sweden,Jury,5,Switzerland,2021,f
Sweden,Jury,4,Israel,2021,f
Sweden,Jury,3,Russia,2021,f
Sweden,Jury,2,Norway,2021,f
Sweden,Jury,1,Belgium,2021,f
Sweden,Televote,12,Finland,2021,f
Sweden,Televote,10,Iceland,2021,f
Sweden,Televote,8,Norway,2021,f
Sweden,Televote,7,Lithuania,2021,f
Sweden,Televote,6,France,2021,f
Sweden,Televote,5,Switzerland,2021,f
Sweden,Televote,4,Ukraine,2021,f
Sweden,Televote,3,Italy,2021,f
Sweden,Televote,2,Malta,2021,f
Sweden,Televote,1,Serbia,2021,f
Switzerland,Jury,12,France,2021,f
Switzerland,Jury,10,Bulgaria,2021,f
Switzerland,Jury,8,Italy,2021,f
Switzerland,Jury,7,Portugal,2021,f
Switzerland,Jury,6,Malta,2021,f
Switzerland,Jury,5,Iceland,2021,f
Switzerland,Jury,4,Lithuania,2021,f
Switzerland,Jury,3,Russia,2021,f
Switzerland,Jury,2,Azerbaijan,2021,f
Switzerland,Jury,1,Finland,2021,f
Switzerland,Televote,12,Serbia,2021,f
Switzerland,Televote,10,Italy,2021,f
Switzerland,Televote,8,Portugal,2021,f
Switzerland,Televote,7,Albania,2021,f
Switzerland,Televote,6,France,2021,f
Switzerland,Televote,5,Iceland,2021,f
Switzerland,Televote,4,Finland,2021,f
Switzerland,Televote,3,Sweden,2021,f
Switzerland,Televote,2,Ukraine,2021,f
Switzerland,Televote,1,Lithuania,2021,f
Ukraine,Jury,12,Italy,2021,f
Ukraine,Jury,10,France,2021,f
Ukraine,Jury,8,Switzerland,2021,f
Ukraine,Jury,7,Israel,2021,f
Ukraine,Jury,6,Belgium,2021,f
Ukraine,Jury,5,Malta,2021,f
Ukraine,Jury,4,Iceland,2021,f
Ukraine,Jury,3,Azerbaijan,2021,f
Ukraine,Jury,2,Portugal,2021,f
Ukraine,Jury,1,Norway,2021,f
Ukraine,Televote,12,Italy,2021,f
Ukraine,Televote,10,Lithuania,2021,f
Ukraine,Televote,8,Finland,2021,f
Ukraine,Televote,7,Switzerland,2021,f
Ukraine,Televote,6,Iceland,2021,f
Ukraine,Televote,5,France,2021,f
Ukraine,Televote,4,Russia,2021,f
Ukraine,Televote,3,Azerbaijan,2021,f
Ukraine,Televote,2,Sweden,2021,f
Ukraine,Televote,1,Belgium,2021,f
United Kingdom,Jury,12,France,2021,f
United Kingdom,Jury,10,Iceland,2021,f
United Kingdom,Jury,8,Switzerland,2021,f
United Kingdom,Jury,7,Portugal,2021,f
United Kingdom,Jury,6,Israel,2021,f
United Kingdom,Jury,5,Bulgaria,2021,f
United Kingdom,Jury,4,Finland,2021,f
United Kingdom,Jury,3,San Marino,2021,f
United Kingdom,Jury,2,Spain,2021,f
United Kingdom,Jury,1,Belgium,2021,f
United Kingdom,Televote,12,Lithuania,2021,f
United Kingdom,Televote,10,Iceland,2021,f
United Kingdom,Televote,8,Bulgaria,2021,f
United Kingdom,Televote,7,Finland,2021,f
United Kingdom,Televote,6,Malta,2021,f
United Kingdom,Televote,5,France,2021,f
United Kingdom,Televote,4,Ukraine,2021,f
United Kingdom,Televote,3,Italy,2021,f
United Kingdom,Televote,2,Norway,2021,f
United Kingdom,Televote,1,Switzerland,2021,f
